latitude,longitude,region
40.24898143622318,-72.24690647111095,North America
41.20969514710535,-73.19059976810836,North America
42.17611769068354,-74.56192149812915,North America
39.99403864323207,-72.84845193402748,North America
40.43431153500428,-78.27881393094512,North America
39.05329753899096,-72.28285144944185,North America
38.918490063879,-76.61557066816715,North America
41.9315887335913,-74.5496614121047,North America
42.74716004285624,-75.68550484193922,North America
40.6047848176295,-75.94802221358135,North America
42.21809934683804,-72.26475981893222,North America
41.255254037571454,-74.70755180196784,North America
39.745120368092316,-73.48624417740393,North America
41.254893408262625,-74.07638086831878,North America
43.01985484969896,-73.29043875916531,North America
40.65906094133508,-73.89076716340962,North America
43.05976548372101,-75.93048833628285,North America
36.783182343865384,-72.51159977082929,North America
41.945653756562834,-74.74663487474197,North America
40.84337060235726,-76.34087284798963,North America
40.2642889743012,-74.64817274144887,North America
40.85044116480326,-71.75486031404853,North America
37.73144662809866,-72.73066738682977,North America
40.383292168243734,-74.52897820161179,North America
41.24846885726762,-74.52988655647765,North America
42.92964106711228,-74.48845257682608,North America
39.93539467258953,-70.89087802465873,North America
39.50005959566022,-73.43309682165267,North America
39.960164434623195,-73.3609375292134,North America
42.08590317655311,-72.46057481895224,North America
41.205926664489525,-73.64781626146024,North America
39.91815969434944,-74.39456321873105,North America
41.482701149670035,-74.30052477362747,North America
40.85841632402206,-74.11340188912109,North America
42.165767485799336,-74.06183335476476,North America
39.65972035918397,-72.91455568454452,North America
40.22130678010335,-73.92808117128905,North America
40.12463777030177,-72.90703988417663,North America
38.51752757780182,-74.12707487016287,North America
41.15698041559686,-73.88804721452587,North America
41.104382908269834,-77.00330102679816,North America
40.720470184963695,-72.63150848794628,North America
40.36091929993728,-73.48626728615301,North America
38.58974388692438,-72.50898483521053,North America
40.081832015851965,-78.35038306729054,North America
40.19872822520985,-70.87343794282891,North America
39.50938409616757,-74.21538444223276,North America
40.470871432500985,-72.34372577489373,North America
41.31887628522181,-75.56585889068829,North America
43.542078851815795,-73.08683914240615,North America
40.97466671924776,-75.58612334476048,North America
41.09912558608415,-74.94165344104371,North America
40.60113112635075,-71.13495296919982,North America
37.83464317705144,-74.29202360114502,North America
40.67302918682618,-73.67985069023041,North America
40.80314531491154,-72.70089840396687,North America
44.40766316872793,-73.26247716804109,North America
40.42425855282832,-73.78037164228463,North America
41.16512101350042,-73.45855849630067,North America
40.660732345442135,-70.40087662214259,North America
38.9597829435707,-74.09242819555038,North America
42.42703422177253,-73.70435142992756,North America
41.84069954903016,-72.43001840598858,North America
41.89934792056457,-72.34771110056302,North America
39.34871881780789,-72.22545454165943,North America
42.81699146640415,-73.04790466695623,North America
38.61002340581158,-75.72050736909573,North America
41.59308564070041,-71.55585270154836,North America
43.99848343871497,-75.72551808952804,North America
39.22699551230397,-73.55204680214145,North America
39.863353405595845,-75.13741377502903,North America
40.862277047631466,-74.10220751988949,North America
39.9575865188257,-73.51285638454478,North America
38.386804853400804,-73.52396417682459,North America
40.81564446220904,-73.37311886864707,North America
39.119344429410845,-71.58543309641203,North America
41.42318864595278,-73.32569854772903,North America
39.3336636486493,-74.37223495293597,North America
43.03770160752631,-72.55986924756746,North America
39.53792006149565,-72.22179426661305,North America
40.22970772569149,-75.84741172270549,North America
41.933075826054505,-73.10989989522521,North America
38.86650352534907,-72.95424088653365,North America
41.05398990190619,-74.45234525503999,North America
42.673514131423644,-71.94243978003257,North America
38.30157514815816,-74.2310833805488,North America
40.98975078779846,-73.81763531979269,North America
41.102624191372634,-74.2656077364258,North America
41.885534307665964,-73.9826314286278,North America
38.85737393368288,-75.6504126303428,North America
38.73211508037359,-76.16607632389145,North America
41.49571234842535,-71.61424240516254,North America
41.15827700984978,-75.2764420224775,North America
41.08853927551882,-75.49308852418446,North America
41.23247231424546,-77.23608517040557,North America
39.692762917632265,-74.96444262153426,North America
41.06118054574151,-75.99063469011125,North America
41.15240870994802,-71.54297725979545,North America
39.64127287296045,-72.49127436598604,North America
43.51146176671713,-75.03822551776659,North America
41.423549381367685,-70.62734629198354,North America
38.92584475419603,-72.5333517695126,North America
41.697630412950744,-74.49324707526293,North America
39.25077749465902,-77.75510857231036,North America
41.89342690561368,-70.56958614111389,North America
42.45069336851111,-76.0903587001454,North America
39.48177652247244,-76.47409812043534,North America
42.15786419386649,-72.47214435198553,North America
41.331971390404746,-70.34637139049109,North America
41.94589023999173,-71.92959077223422,North America
43.557989473980925,-73.16013631992146,North America
40.344717825995694,-73.11386848750207,North America
39.582195753463765,-72.72587666182955,North America
39.37852835556172,-72.86760711531986,North America
39.489084572551846,-73.58421286404594,North America
40.597147435878846,-73.84969834407218,North America
41.22452796222497,-74.09988969184928,North America
41.12783619899503,-75.13694688330001,North America
41.95357487355404,-74.42701261530016,North America
40.73230283781686,-76.54543522129308,North America
42.89310111573597,-74.15350944019212,North America
40.31581475014307,-75.48888666072638,North America
44.79305374988443,-75.66138397582365,North America
41.65130102164751,-73.73615877326978,North America
39.42706366537558,-71.9179965704831,North America
39.10646125290833,-72.62852509099653,North America
41.43650862286478,-76.36175090543476,North America
40.377605822011226,-75.49044220485551,North America
41.78380074113814,-72.59484321801767,North America
41.42265643686032,-75.47973109030747,North America
40.60355663101469,-74.34294972499553,North America
39.44260942289739,-73.18092185146317,North America
38.4405291629712,-75.45851668229545,North America
40.04302757189947,-73.84793674078107,North America
41.99739819148521,-76.0070382423773,North America
41.03394061619531,-74.90805146592682,North America
38.84419183193202,-73.5263270987862,North America
40.97257138877677,-76.3954906002975,North America
41.29077606959326,-73.3452878930594,North America
39.3870138456983,-74.03545669839002,North America
40.94338765891829,-73.17726506837428,North America
40.800113077669,-73.67012879890301,North America
38.998344553254064,-71.95978935503923,North America
41.249481040522426,-73.81816324602813,North America
41.55397678955235,-74.65010831168787,North America
42.337376864762916,-73.82255374545157,North America
42.29350307805235,-73.19105295644542,North America
38.64629594806436,-73.93270989451145,North America
39.30606244012732,-73.94511246319418,North America
41.48535290081299,-75.05898753171013,North America
41.48347892636831,-75.00035137632642,North America
41.48537152945907,-76.10990790769954,North America
46.49189723598208,-71.3816348852196,North America
41.56913576603975,-75.87179485308693,North America
42.4161484602709,-75.04535779669386,North America
42.1438026452398,-75.0836108983538,North America
41.689886876958695,-72.66361343458334,North America
40.23989613303948,-74.44842451743804,North America
41.8512538307399,-72.1343868909894,North America
39.553562178193644,-75.0162359363658,North America
40.357572089889985,-73.58750875666429,North America
39.984754678256344,-75.25902057988964,North America
40.83561120907949,-70.78827630833992,North America
44.18478785001027,-75.78739762854427,North America
37.91190221111238,-73.54126893465946,North America
41.74219028556177,-73.05533467860185,North America
38.29372619321553,-73.38530135382275,North America
40.00490220131585,-74.28393148831657,North America
42.34622589545105,-74.20073104960014,North America
40.809220028643196,-73.94028279203134,North America
39.09618283310604,-74.22650300244273,North America
39.639844436110046,-72.56018132480763,North America
41.73219662340202,-70.69021549761297,North America
39.617250052424296,-74.84223767751175,North America
41.037487884372965,-76.06070446936862,North America
40.781157759855724,-74.13842307252688,North America
39.735399478591276,-70.13643599351852,North America
43.92871613398799,-75.2115118519546,North America
41.66367853347702,-71.5473247918339,North America
37.67508612001359,-71.48944877888533,North America
40.99248147215414,-74.83638236256199,North America
39.72012030284742,-73.15252538122209,North America
41.991450002194334,-71.5634050653072,North America
39.52401889235095,-74.57469161148123,North America
40.540695337799654,-74.31137054015355,North America
41.470280918470685,-74.87852137092297,North America
42.01143279125518,-75.5281350960393,North America
38.912355389416334,-74.979916317599,North America
40.21104814623858,-75.84191040014339,North America
40.00038203325857,-73.95487479761115,North America
39.732806151139435,-75.16095984658796,North America
43.36098136042165,-73.65532113231387,North America
41.32027256644143,-76.33984346930544,North America
38.82147406849744,-73.50967965167831,North America
42.08959292058216,-72.75570655758662,North America
43.89603429551895,-76.99660346385718,North America
42.261497890826725,-73.44491514522865,North America
38.43374505106898,-72.16449651129007,North America
39.98644889070062,-75.8204615280368,North America
42.61316672377993,-71.49714141974344,North America
39.651295801571834,-73.37747148595093,North America
41.37852914221934,-75.06351778363761,North America
41.87475108014401,-74.08965361648656,North America
39.322404292632875,-73.16850963121742,North America
40.6235119659073,-73.89199191288138,North America
35.85089898989639,-73.19786601133045,North America
39.176218537998565,-75.38701038961905,North America
40.333947772910264,-73.75195876394588,North America
38.84112522705273,-76.12657174535747,North America
43.16141695589745,-74.17283909202305,North America
38.56758793305905,-75.36186146219718,North America
40.05273326995452,-75.10929491388465,North America
40.90891086592914,-72.15186023718434,North America
42.87470993359918,-72.36903481910859,North America
38.55900677323084,-73.09229281863924,North America
42.45754562823244,-75.64446914700886,North America
40.72814959152938,-74.4806126745422,North America
39.240537023428075,-72.18635345003122,North America
41.40595521139491,-73.79342462954014,North America
41.01138954336021,-70.52700569002747,North America
39.81247468426181,-73.41602324090844,North America
40.81750312748503,-73.71792632526495,North America
40.13482960470736,-74.46967469630376,North America
40.883076017876874,-73.80568864282658,North America
41.70599601178157,-74.23470475457081,North America
43.09182522421803,-72.94383698496712,North America
38.85607675175973,-72.57094652480812,North America
43.9123500619844,-75.18498419076192,North America
37.78466830071625,-76.00284943033667,North America
40.48512235744663,-76.76030805965495,North America
41.595275809726864,-73.24401300963119,North America
41.134287801602554,-75.66104990926081,North America
39.77875072026911,-77.23533588942873,North America
40.400616624464085,-73.42313209320355,North America
39.97329859801175,-70.26650072385081,North America
39.828752864583684,-74.01510636730984,North America
41.98720314553154,-72.74826383832254,North America
41.24832322894757,-73.88325596217865,North America
39.67343560710902,-74.15433447978671,North America
42.062199813149874,-72.62738527551835,North America
41.17374928131492,-74.44141181628298,North America
41.93209317825844,-73.60491152889215,North America
41.65724326288542,-73.52345329070597,North America
39.469307483616895,-75.00813568046458,North America
39.872528439704546,-72.51793647569522,North America
41.83374040768489,-74.26843963504311,North America
41.6283553981502,-75.13961773923927,North America
40.68144760905378,-73.2012352346444,North America
40.88879107496317,-75.35370197268655,North America
42.62929734368264,-73.96372826394631,North America
39.825442916746255,-74.0196784949663,North America
41.53344607175506,-72.37715665125263,North America
40.40951102134916,-73.29395265068007,North America
40.38627819515917,-74.04354043811772,North America
42.36096527798079,-72.77935055119957,North America
41.950924523482044,-71.92068867647403,North America
41.933064454000956,-73.1692845404722,North America
42.671018210731496,-73.99047107023493,North America
40.74430576244914,-75.97375434852523,North America
41.735729456942444,-75.60367049461306,North America
40.24739986510982,-74.463837056532,North America
41.199049528732665,-74.92026830323893,North America
40.517585418448476,-74.28645695447817,North America
40.85829394748908,-73.92102511265433,North America
41.60553553815537,-73.2114608684649,North America
39.48546897514979,-74.11174816708863,North America
43.85138091352819,-73.27624753426069,North America
39.20377392775045,-73.90928837778482,North America
38.8915170808184,-76.96919984953081,North America
42.449966310250105,-75.41500309072813,North America
41.9002940409444,-74.22213133358242,North America
41.648979725578236,-75.82054211426166,North America
41.65531826389642,-73.10610690500569,North America
40.69442984072963,-71.70987375148445,North America
39.36691844277125,-72.17785722245402,North America
40.826506837290594,-74.32616430639531,North America
39.69705743273183,-71.76991079472508,North America
42.17547960012663,-73.78299881419683,North America
40.492213927746796,-74.51162895667706,North America
39.474554204811234,-74.92610399531141,North America
40.23072123752051,-74.45970452973219,North America
41.332197181413434,-74.58826522781185,North America
39.86721317079404,-73.75037566643677,North America
39.47946940665035,-73.76513902842521,North America
41.07833081723787,-74.00143096976988,North America
41.08024985666309,-73.35059274538048,North America
39.95238523694331,-72.22003058782049,North America
40.00624254157252,-72.58166879683802,North America
41.06087490603645,-76.23334695267485,North America
38.54067348775401,-77.83688170235293,North America
38.601604338435166,-72.6045201331411,North America
39.63513366812135,-76.05631804762314,North America
40.39262927243223,-74.34314810283902,North America
41.17916134839701,-75.76116953908904,North America
42.92583432542433,-76.70897065637003,North America
41.99928943480303,-73.19380590769282,North America
40.47289220505486,-72.86726725954603,North America
40.684275688145966,-74.87076560109008,North America
39.20900595304329,-77.89256343821737,North America
40.68503029601142,-74.82536667237872,North America
40.27981204161979,-73.41829399189618,North America
41.196877840507135,-76.2243673531612,North America
39.47195358467152,-73.73096012033126,North America
41.49181977136176,-74.0289647737595,North America
43.01190836950387,-73.13706275059837,North America
40.549659777314716,-73.82662944737876,North America
41.315367583148415,-75.46560341132233,North America
41.74801598756667,-72.21114274750326,North America
40.11096929217125,-74.24379435954046,North America
41.048938722715626,-74.0469568092649,North America
40.73168860117269,-75.40590193860979,North America
40.85931414782325,-74.67092337678727,North America
39.5532853242168,-75.33320407104036,North America
40.74956526138842,-74.26541908988513,North America
41.45979743686818,-71.43843727978648,North America
42.889515411692564,-76.06385171439703,North America
42.15170623912781,-76.4263420968151,North America
43.94257368626734,-71.79924450875959,North America
39.56177865566793,-74.3199855157278,North America
42.02128095508102,-75.00960910798987,North America
40.98781300860753,-72.44614296890589,North America
43.99750439982651,-74.9144233096053,North America
39.50035257196728,-71.2669854296796,North America
39.45321723672884,-72.9891111929911,North America
39.81371103183397,-74.73786711221855,North America
37.52695641353529,-70.77003768010175,North America
39.92416746747886,-74.91457238450501,North America
39.574101007669455,-72.89285694198604,North America
40.93839067971431,-73.55706112939026,North America
41.22543396366574,-72.0533880659018,North America
43.52705625882383,-71.66373320490972,North America
42.138435757279076,-73.95799377640135,North America
39.8474445165064,-75.13612680551928,North America
39.365177992977465,-73.31604178559132,North America
41.45067875725976,-75.02257305462815,North America
38.73245018946904,-70.98591912871007,North America
43.459988148781534,-73.80119700337589,North America
42.48196018108193,-74.55398232696817,North America
40.009036521842944,-73.72897954120263,North America
38.14309820636369,-76.02668943429454,North America
42.743608561248124,-75.46342105776598,North America
40.540990232121075,-72.20537913808336,North America
42.56952446796019,-74.9913414184571,North America
38.32115851180845,-75.5763664740229,North America
39.81373746556934,-73.20102087120907,North America
40.72066554957728,-72.2274437680055,North America
40.78327089064712,-72.9275700340024,North America
40.037701792781135,-72.51192847129127,North America
41.64707489852125,-75.14119263285419,North America
39.11136935592611,-76.13871600011277,North America
40.49923077246806,-71.75399952206676,North America
40.89324344756785,-74.4900197582632,North America
41.48445825108813,-74.38224952468258,North America
41.78022231713334,-72.01370878722642,North America
39.025836862243196,-73.17165498589901,North America
38.41162874389657,-73.32216834187759,North America
42.629315232847766,-70.75849648264837,North America
41.21127101796939,-74.97127734557021,North America
39.59007019516517,-72.61423980787815,North America
43.03952796328379,-73.92048031265438,North America
40.88631195143929,-73.60311158170512,North America
42.48174577609574,-71.7132973603812,North America
40.814077722115165,-73.24424636556556,North America
43.803921887322986,-73.19855588142555,North America
43.34581126366481,-72.39723899403529,North America
40.33935377728139,-74.55342909431432,North America
42.17015642643153,-75.26481450100852,North America
41.680863924377725,-75.57321379103155,North America
42.765747336298524,-76.95553488406401,North America
39.265414809129844,-70.92168930508952,North America
41.74187718999766,-75.66081254858253,North America
42.300436730274384,-74.33788043537866,North America
38.07469077036533,-74.42121994983339,North America
38.93791223100134,-73.54488995328634,North America
37.65395173335985,-72.78239418119105,North America
40.308689748333165,-72.71528976746038,North America
41.789113383693945,-74.88061615785341,North America
42.96633557814404,-74.25668257067962,North America
40.823942170629664,-73.58213007426755,North America
43.15572331835694,-74.37903668927532,North America
38.642647812677666,-71.59498163597002,North America
38.15772634096727,-73.26953757254262,North America
40.629478451655075,-72.90368332092527,North America
41.28889817340896,-73.01167809699888,North America
40.66375787785886,-72.24578921377201,North America
37.61163684994018,-73.73446766194444,North America
40.57911994073082,-75.95124792193377,North America
38.756095749242725,-73.40646807237104,North America
41.71730882324506,-74.98303534068775,North America
41.26269736914527,-74.79892502262463,North America
39.302980320508965,-73.12645397186736,North America
39.94199962399496,-72.14857539284955,North America
39.12397971716658,-73.97409263489591,North America
40.618781354090245,-73.54275048110155,North America
42.14551348075186,-71.45267758304715,North America
39.23421093049669,-73.64487023076715,North America
41.468869773276765,-70.1034753287294,North America
39.91741357244134,-73.15773553155269,North America
39.52349075160649,-76.64714413873372,North America
40.55225446006816,-72.8759875683432,North America
39.15993651637094,-73.43426242267583,North America
39.882326041979226,-72.07137086887589,North America
38.91598316111673,-72.99622797309506,North America
43.659887699374586,-74.21368397597566,North America
40.765695327957594,-75.84244735443404,North America
39.66321173801112,-74.31953488592904,North America
41.03376986610134,-75.28178068131395,North America
40.544307925463755,-74.87678517470708,North America
40.381345600700165,-73.12313239336909,North America
41.63405005006514,-71.5011432434729,North America
41.84906156507096,-73.41399270526553,North America
39.91704827858421,-75.79982459305278,North America
39.84907263903298,-73.33909599766979,North America
40.300222454272536,-72.21105277003153,North America
37.259918252896625,-74.92067435647907,North America
38.44001340670217,-74.20702575000938,North America
42.76311140116679,-73.9839677079062,North America
43.180251570251926,-75.18334746962336,North America
40.339245940665435,-73.03357934923422,North America
41.57763544458365,-74.18742222291168,North America
41.1796752318153,-73.37670133413945,North America
45.33112121268286,-75.33723826670315,North America
42.39216236715187,-74.66218745048512,North America
40.52092361277885,-72.92242796325834,North America
39.279489339099364,-74.56524972813764,North America
38.303130519613646,-71.4155542231499,North America
41.017995453800836,-74.6054542784219,North America
39.578273882073546,-73.66897291137217,North America
38.57941943560349,-72.60711375219037,North America
39.74294067363621,-76.13354859939955,North America
39.09047799457841,-76.64721321797117,North America
43.24351245260885,-76.29448447185514,North America
42.035259635424175,-72.11212384485923,North America
40.700841038025075,-74.83378721883867,North America
42.93271620833504,-70.16870107149762,North America
40.82885246147143,-74.85237139798609,North America
39.420873698007604,-73.72917304520445,North America
42.997486115904486,-71.69283507114818,North America
41.521165065526986,-70.99686066776131,North America
39.156930768510314,-70.9137446350454,North America
40.42729198287459,-72.1934506541103,North America
39.399372619922865,-72.4699062112828,North America
38.6386004035535,-73.11720957619822,North America
42.102066321297464,-72.83845838575004,North America
43.5769249607052,-74.8327785744928,North America
38.61494863927129,-75.23329832513346,North America
41.55725385503586,-74.01106168611643,North America
39.73683614631726,-74.2612769337874,North America
39.98211192435296,-74.68584207399091,North America
39.8242091136417,-72.96141882881493,North America
39.41681384548028,-72.57304218714424,North America
40.78558244191724,-73.87338967056223,North America
39.46637482538345,-71.78970487841711,North America
41.11848523866976,-75.71853367120026,North America
40.6374428358263,-74.29648918891958,North America
40.354377929700384,-75.0812334809042,North America
39.35145450693761,-76.80580492560959,North America
39.8476430041475,-74.13002102876405,North America
41.845886838738636,-74.18862126257493,North America
41.46417578143657,-71.7358253851368,North America
39.246467132802174,-73.05978247316783,North America
40.86179845814384,-75.54228023649381,North America
41.839880685057686,-71.22486115049871,North America
38.208692078317945,-72.17444945671197,North America
41.527840288569905,-73.13285344479708,North America
39.71886436158123,-74.34572614827475,North America
41.56869800288974,-75.44515885508523,North America
39.567911265186225,-74.56431016410659,North America
38.00547684900322,-72.37287707044372,North America
38.271486343175255,-71.17912054109809,North America
40.78492741999207,-71.69113470759171,North America
41.10238375258223,-74.73927413267941,North America
39.35632506234339,-75.68542614993352,North America
41.67068868816606,-73.79467062963319,North America
38.220519906596564,-76.65865904834428,North America
40.613680302029024,-73.52124842872283,North America
38.89627570035632,-74.227403879448,North America
39.73504583829676,-74.70505475280237,North America
40.783898006974624,-76.3980546009002,North America
39.422179952074075,-73.23559984014543,North America
40.13596668365526,-74.80505125949287,North America
42.22223921382166,-75.76087525356543,North America
39.84746219571528,-78.31439331992247,North America
41.966338168097714,-74.04727235757595,North America
39.018239718013575,-71.34762260499538,North America
41.50750626687292,-71.5141111781782,North America
42.87515293098685,-74.69164438487941,North America
37.00533324980907,-74.90931809054267,North America
39.51745711679428,-73.30283861588747,North America
41.57840819077081,-75.50357815878243,North America
40.40823192093551,-73.5533121502708,North America
41.269518810056965,-72.85687958242296,North America
39.80682221992627,-72.16560016417354,North America
40.84268468120935,-74.15623111471993,North America
40.47928414691188,-74.31151062526546,North America
42.46447309248971,-75.32297388013484,North America
41.09443126495182,-75.2463205310598,North America
41.21920399311281,-74.34571833785229,North America
40.0949845508163,-73.45495173977574,North America
39.98139066389126,-72.63562306065013,North America
40.06396271827057,-75.21076842602052,North America
41.30447821356745,-71.76696714656072,North America
40.08132327876961,-74.41268540156385,North America
41.14746228534462,-74.03805094152266,North America
43.82590119796816,-75.12681751872174,North America
42.01948705514754,-77.64236039040941,North America
40.22376470174824,-72.67993190545843,North America
42.51462088324592,-72.90073415436134,North America
40.100686940467675,-74.42799133567732,North America
37.65561319723322,-73.90551392416269,North America
39.20067053362389,-73.23209117344385,North America
37.90661211846122,-76.34981878532982,North America
40.185529773938036,-74.79957901601944,North America
40.74042756878433,-72.81460298056726,North America
43.227455968412926,-75.88743413475387,North America
41.20319106064625,-73.56566310175006,North America
40.3841492067867,-76.0408727069351,North America
41.956908371775235,-73.3063550263497,North America
37.39609703648817,-74.05946222344623,North America
41.06622183716285,-76.42869772385826,North America
41.86909779083045,-72.25889096831425,North America
38.49492063133024,-75.10788736519707,North America
42.4284310648104,-75.22137865552158,North America
41.22054461124162,-73.70514620415359,North America
40.0898681291488,-72.28304397585693,North America
41.66197279915943,-75.5297327284676,North America
44.118839286706596,-73.91348022522804,North America
40.98559938258774,-73.36277524950414,North America
41.0851308794505,-72.96634158910528,North America
40.023758650689636,-73.74133766708417,North America
39.438033445802816,-74.55654175862499,North America
41.95830372481637,-75.24738533097307,North America
39.4286742611367,-73.87678417543044,North America
40.82014935582909,-75.61420851797841,North America
39.996313829852326,-78.38802572524192,North America
41.43126973861959,-73.3511602937635,North America
41.21329315793042,-72.6500977383707,North America
42.26910991638685,-77.55039865331275,North America
39.947775401717884,-75.5205960570649,North America
40.30798759705994,-73.0772686084922,North America
39.24465442632654,-70.91975679543245,North America
40.04636010988583,-73.97480943848689,North America
41.27875073956728,-75.0980044118437,North America
41.84828292496803,-74.28034466165727,North America
39.32955201373356,-71.94368537127772,North America
42.01720888015849,-74.97494626868681,North America
42.746256788207425,-75.20478800997537,North America
41.332952354835555,-74.73011528327305,North America
43.5279937188371,-75.43599291238807,North America
39.55211620134464,-73.82199452600781,North America
38.84581794503288,-71.56898231229566,North America
38.044719626643584,-73.52138109032596,North America
42.95686646723377,-74.38453025318942,North America
41.69434848453109,-74.44371690337331,North America
40.62942299363432,-76.35078621304498,North America
41.13275293947973,-72.68133533427927,North America
39.024566429052435,-74.1227557955192,North America
44.38142796942524,-74.27671987038593,North America
40.90663177296284,-69.2163386482327,North America
40.87689219190734,-73.55787063745147,North America
41.80144993584804,-75.13368657514278,North America
41.43431384760507,-74.64553639430831,North America
41.048626036418696,-72.28333143620486,North America
39.527088316832035,-73.83609438419336,North America
41.42000253570399,-76.16341696747605,North America
43.535836744712554,-72.62715659813719,North America
42.73093006923247,-75.00821612830849,North America
43.1025799399591,-71.19605333567368,North America
39.94597648535322,-72.38592790142803,North America
39.22839276961213,-74.67698284348813,North America
40.52411961985053,-72.08447545739733,North America
40.796387368433045,-73.9042167342089,North America
42.35408727770643,-72.72683948731667,North America
38.17410305542777,-73.27890077405829,North America
43.00712547919092,-75.2755349824863,North America
40.475788152131514,-74.97132474847619,North America
40.072478395078875,-72.46105877362825,North America
39.19464343710975,-74.50816299815982,North America
38.23051499220135,-74.611472694863,North America
41.947555875942875,-75.43868386902403,North America
40.822776950782604,-73.3706014016098,North America
38.777858650388424,-70.91221262113528,North America
38.770181841904574,-75.60729937138142,North America
40.209122951064806,-73.96967081499086,North America
43.216332287934094,-71.88766916687686,North America
40.32341297295459,-74.12546208686857,North America
38.458085570322844,-73.3274423056254,North America
40.34418540387109,-75.59959029222031,North America
40.3037146453785,-73.36353935418853,North America
36.66747003558764,-74.28671639750682,North America
40.63135770022328,-72.52740500648021,North America
40.36639820468699,-72.22492092265287,North America
41.75710954722013,-70.12165453697207,North America
43.48623414241802,-73.13655024017963,North America
42.40264754432164,-73.51730552512674,North America
40.309466964167754,-73.714423547634,North America
39.0530111368875,-74.53574943921603,North America
44.572839704874795,-73.49827423480747,North America
40.80162765102173,-74.44910211520855,North America
40.73369393786942,-73.75330853559558,North America
40.676612369335,-72.02960369658805,North America
41.009927141151785,-75.51581384791946,North America
40.49625938211409,-72.29618215830644,North America
39.85230698967965,-72.03032739899021,North America
39.89251158813941,-74.18310279048661,North America
40.66367009467601,-77.18878234851289,North America
39.89766284329935,-74.91773298064165,North America
39.643531325984256,-72.06050818015834,North America
40.87244534153785,-74.04030209344832,North America
40.33033417386872,-75.50495334844237,North America
42.96878948287404,-74.76316238184232,North America
36.73634528741049,-72.74506996024317,North America
42.35006027788369,-73.18589964769794,North America
42.58192778874645,-74.36439814875455,North America
37.60271465138778,-74.55623661772204,North America
40.198768608879476,-74.59363722356574,North America
40.15563870100632,-75.38961527674775,North America
38.60153245792327,-71.58293646579584,North America
39.54607496861369,-74.48948070381701,North America
39.04693623180126,-72.18026221876175,North America
43.34120566513543,-71.72402592211633,North America
42.11631758972119,-72.50853365277806,North America
42.62013264249124,-74.65343046907708,North America
41.79530809606486,-73.40040486449509,North America
39.01922234317416,-74.04229340958638,North America
39.92601960058034,-75.36155279109519,North America
41.44686184184188,-73.5194610774176,North America
38.879608286662084,-75.7745596867397,North America
41.78229764525858,-72.22448091730766,North America
40.3523119027628,-74.70292594594758,North America
40.150568788675606,-73.70426051619074,North America
41.77923995230524,-73.58106819268079,North America
41.37919496722906,-74.39435746055612,North America
40.17135075127138,-73.12595929778709,North America
42.451794705046375,-74.71835548493378,North America
39.091205008600156,-72.69905405381414,North America
41.636703410416395,-76.02496952037012,North America
41.60245188695258,-73.81643063068039,North America
40.248480341029016,-71.09760650141257,North America
41.20199953336318,-75.50649698690836,North America
38.83612963542205,-75.02261745578728,North America
42.098840528810356,-73.23513822551163,North America
